"fund","alpha_firsthalf","se_alpha_firsthalf","n_firsthalf","alpha_secondhalf","se_alpha_secondhalf","n_secondhalf"
4732,-0.000898365671579548,0.00125177494571831,31,6.26469925717515e-05,0.00146648224144146,30
4743,-0.00233769147979826,0.00296126739893754,31,-0.000844690822818721,0.0065089774361389,30
4757,0.000901233532673356,0.000871200197846423,31,0.00343135322615562,0.000670045033449611,30
4760,-0.000187812727213678,0.00119506786421745,31,0.00490222428707154,0.00195072785137354,30
4774,0.000487933537827992,0.00084001472655292,31,0.0031905143143211,0.000662450963166782,30
4775,-0.0025657885192721,0.00296606217763151,31,-0.00117162551650296,0.00653841765124994,30
4777,-0.00111413126880329,0.00125179990908598,31,-0.000229984750163617,0.00143233410792452,30
4778,-0.000591639417977993,0.00122560359432804,31,0.0043348245492115,0.00194623931297875,30
4780,-0.00212573115672103,0.00295090126776745,31,-0.000680136800359028,0.00652311407934993,30
4781,-0.000666000902854911,0.00123771601797205,31,0.000226773339471041,0.00146390164363847,30
4787,8.40168374441713e-05,8.37431320820598e-05,31,-1.73315407033691e-05,3.06673462039403e-05,30
4794,0.000628128187853978,0.000634153279145138,31,0.00298627825802102,0.00106025340989036,30
4795,-4.89766198435477e-06,0.000626960180393074,31,0.00238093217728353,0.00105686766252686,30
4796,-4.93727290936317e-05,0.000627351223155085,31,0.00229165183572731,0.00106365078418321,30
4797,0.000624440102874307,0.000625805315467555,31,0.00292276532955445,0.00106022201243968,30
4798,0.000570656249058137,0.000627603109945719,31,0.00297374847871748,0.00109511266058043,30
4799,-9.91359781718774e-05,0.000621729218877282,31,0.00223836825267724,0.00107041772413341,30
4800,-0.0001136890059951,0.000622070917276418,31,0.00225356718648826,0.00106994534765069,30
4801,0.000356110108781379,0.000627313257448943,31,0.00266764267844255,0.00107239917542982,30
4802,0.000811336295875465,0.000626126300114122,31,0.00314506383635465,0.00108245863089838,30
4803,0.000553402049020546,0.000641571104962506,31,0.00299798689533925,0.00106262380792372,30
4804,0.000371218768848005,0.000633001246798268,31,0.00272151319783252,0.00106664621003037,30
4805,-6.66966872390359e-05,0.000624885661313485,31,0.00226109719008931,0.00106417715430367,30
4806,-5.8881340499256e-05,0.000627445798969282,31,0.0022901833259281,0.00105123831065928,30
4807,0.000750449469405188,0.000624176438630393,31,0.00306393227828327,0.00105937265047476,30
4808,0.00286470380009436,0.00353299708393089,31,0.00194025792524646,0.0030797771143027,30
4862,-0.000863497417235518,0.000140722935588026,31,0.000142704633905229,5.80296683411817e-05,30
4863,0.000926804387178857,0.00198871999494303,31,0.0044352098696345,0.00287542555484986,30
4885,0.00431375963059106,0.0034047043831343,31,0.0140516018950739,0.00430442695017702,30
4886,0.00426036732359964,0.00487894280671418,31,0.0236888047821815,0.00839529162747574,30
4896,-0.000981570563524098,0.00274364883011231,31,0.00486475983038275,0.00512549069904359,30
4897,-0.000981750646312774,0.000132255231643693,31,-8.33195396137481e-06,3.12869221669832e-05,30
4899,0.000613621068579699,0.00188956846466358,31,0.00460535770734131,0.00298242951779912,30
4900,0.000129833934791227,0.00264746186629704,31,0.00420802552314759,0.0041425567802905,30
4974,-0.00825456287925679,0.0190999261007837,31,0.0439674572154847,0.0270570787780189,30
4976,-0.00176029843831612,0.00141029820319701,31,-0.00263662428307181,0.00185934357615811,30
4984,-0.00170369844319692,0.000932865664210985,31,-0.00180649834629621,0.00148469169861521,30
5012,0.00239453482718568,0.0016717710172788,31,0.0072000291217782,0.00253401499920795,30
5014,0.00104909001467648,0.000819373075406164,31,0.00191800525359576,0.000918493751139236,30
5015,0.00164403367542348,0.00146329033211848,31,0.0077971740155746,0.001815610866805,30
5018,-0.00023118669811136,7.18366118134012e-05,31,-4.03190049597437e-05,2.09550521052922e-05,30
5027,0.00137264150936673,0.00462346774947683,31,0.00286206458213883,0.0064915418481187,30
5030,0.00161034167258207,0.00166496363740543,31,-0.00138844514314708,0.00185092042913891,30
5060,-0.000498854699344465,0.00201324466754398,31,-0.000527145291697697,0.00216200288879842,30
5068,-0.000475536561311146,0.000837194020259127,31,0.00122736813352858,0.00142619525946533,30
5069,0.00693740636094077,0.00382938727984166,31,-0.00170332396603206,0.00328541305346918,30
5072,0.00678376009284571,0.00380794732562878,31,7.29929930722334e-05,0.00411618721277933,30
5076,0.00142891486767653,0.0035351016193791,31,-0.00393765153085701,0.00462461732460977,30
5079,-0.00216938094777751,0.00194641416700238,31,-0.00166113339098964,0.00203523927496276,30
5104,-0.00173712756125609,0.00395909279337655,31,-0.00177230500798705,0.00542601497465974,30
5165,0.00149823368191363,0.00149711961413918,31,0.00776431046114344,0.00247990830213107,30
5166,0.000916504016830952,0.00149862714003095,31,0.00713359873987379,0.00248354569647243,30
5167,0.00087666725740456,0.00149871840515213,31,0.00709552979400429,0.00248249488625128,30
5168,0.00138510439829945,0.00154246883021736,31,0.00774646475414975,0.00248174829555251,30
5169,0.00147465160910336,0.00149908207582832,31,0.00770566514943047,0.00248204140777151,30
5170,0.000805141219436096,0.00149876318434963,31,0.0070388971671673,0.00248269082403579,30
5171,0.000716074587379457,0.00152642464973644,31,0.00704520711308508,0.00248295645554495,30
5172,-0.000192656664790668,0.001497151297462,31,0.00733898572066754,0.00251142982170727,30
5173,0.00179238547197608,0.00149954235341723,31,0.00798140139717208,0.0024811477184087,30
5174,0.00154842171333078,0.00149876697034413,31,0.00773052481886601,0.00248147844934223,30
5175,0.00124368968049711,0.00149709830691447,31,0.00744008926588093,0.00248174281463964,30
5176,0.000903736366478048,0.00149880960514192,31,0.00709787650911306,0.00248286148067179,30
5177,0.000843015199905961,0.00149793882197503,31,0.00708579417889567,0.00248217139879595,30
5178,0.00165743367537626,0.00149950293222842,31,0.00788066392079538,0.00248102801472646,30
5179,-0.000842720792254322,0.00267742208246836,31,0.00495871965674814,0.00450196954914117,30
5180,-0.00144467799866112,0.00267753521725679,31,0.00433966796947977,0.00450152982995839,30
5181,-0.0014883157130358,0.0026773033710956,31,0.00429870761462699,0.00450142173062614,30
5182,-0.000883375088362843,0.0026785469157116,31,0.00488648715324663,0.00450157427143005,30
5184,-0.000798851944468918,0.00234740472953783,31,0.0042493182481162,0.00329061568242321,30
5185,-3.24597704655572e-05,0.0022453357660666,31,0.00446499022530139,0.00300594568702458,30
5186,-0.00141515020373462,0.00234653709856313,31,0.00364078104907763,0.00329088298206906,30
5187,-0.000668307571496014,0.00224445781210355,31,0.00385484134737815,0.00300640716930238,30
5188,-0.00145766019229119,0.00234652923372767,31,0.00360258035772443,0.00329066904205986,30
5189,-0.000863405068127202,0.0023484585974189,31,0.00417059039787634,0.00329160304615866,30
5190,-0.000710497803402109,0.00224429735280618,31,0.00381699621948179,0.00300723605378963,30
5191,-0.000108545756474117,0.00224581618387919,31,0.00439132987197702,0.00300496176416647,30
5205,0.00037543376901719,0.00500402481064275,31,-0.0111039926666766,0.00556134071880183,30
5216,-0.00165495285819494,0.00278237390022602,31,0.00737216216801385,0.00447019717344431,30
5217,-0.0022746066058905,0.00277691334576746,31,0.00676910594786499,0.00445913636244876,30
5218,-0.00231023719002378,0.00277704340015516,31,0.0067329520253795,0.004457806426562,30
5219,-0.00165872124256562,0.00277751767225315,31,0.00748631109577619,0.00441281823223768,30
5220,-0.00165176117995831,0.00278085108699002,31,0.00735985796096878,0.00445980438135513,30
5221,-0.00235524044764995,0.00278030729968406,31,0.00668682012726667,0.00445819099158078,30
5222,-0.00232771564968381,0.00278675831813229,31,0.00669241453689505,0.00445784303111726,30
5223,-0.00192437476198417,0.00273628285124437,31,0.00712206836469288,0.00445946325915071,30
5224,-0.00142727125295058,0.00277958529583553,31,0.00758541207535863,0.00446991256692499,30
5225,-0.0016751719356981,0.00277860008352414,31,0.00733379871391066,0.00446920436154634,30
5226,-0.00193587580494069,0.0027818237679426,31,0.0070809704458166,0.00446776250707076,30
5227,-0.00231062578276739,0.0027775193808827,31,0.0067042810324432,0.00446607569403009,30
5228,-0.00234987763677495,0.00278081815049712,31,0.00667018936728146,0.00446819696111866,30
5229,-0.00151382272194415,0.00277729943813409,31,0.00753608904301116,0.00446055781852356,30
5249,0.000802116344283734,0.00180864511593169,31,0.00424445152923073,0.00218211276081401,30
5254,0.000139670943097472,0.000976050762093463,31,0.00122039562395033,0.00124933674108486,30
5255,-0.000523506441668628,0.000984464906096833,31,0.000626476558224275,0.00124418939652414,30
5256,-0.000536542880917257,0.000982604202974791,31,0.00055200737256616,0.00123397449095422,30
5257,0.000106055457476718,0.000973555431085703,31,0.00124538953558798,0.00124603701524174,30
5258,4.85747829975678e-05,0.000983854218787994,31,0.00121929952280317,0.00124480688409939,30
5259,-0.000613021459725441,0.000978351891484796,31,0.000519362572670763,0.00124102515515479,30
5260,-0.000608910457951297,0.000981234748179215,31,0.000516882928381898,0.00123504847638051,30
5261,-0.000185819104601295,0.000986294088430636,31,0.000973655282104375,0.00122961868903636,30
5262,0.000312046384468381,0.000979847399490134,31,0.00152500379070821,0.00124543779902024,30
5263,5.1644296405912e-05,0.00097690175888404,31,0.00124576058228966,0.00123774098724753,30
5264,-0.000162789612876221,0.000984838598237361,31,0.000973113457845619,0.00124518343879103,30
5265,-0.000580398671278191,0.000979507911975505,31,0.000532548675213669,0.00123622118516686,30
5266,-0.000583290685448113,0.00097857504663905,31,0.000570483236072572,0.00125385203133625,30
5267,0.000231002930559669,0.000986683736907422,31,0.00141324499411243,0.00125731633909866,30
5268,0.00266691587413678,0.00234234514039728,31,-0.00310698152063133,0.00371000579774553,30
5272,-0.000374132718068519,6.69892124055181e-05,31,-5.37642532503907e-05,3.85458698836008e-05,30
5273,6.36184876411113e-06,8.73879012204237e-05,31,5.11742275203423e-06,4.17664530944387e-05,30
5274,-0.00239025032689538,0.00207280231907013,31,0.00993307161766214,0.00254147228051,30
5275,-0.00243994509832506,0.00198377471680917,31,0.00798684339092337,0.0031591110112953,30
5277,0.000955961894467589,0.00190803033651511,31,-0.00347411994277426,0.00244570907200423,30
5487,-0.00456303885769078,0.00336048986545538,31,0.000949098578730665,0.00481491122519938,30
5488,-0.00141799199513904,0.00270741381209768,31,0.0018606383625409,0.00465442420476453,30
5598,-0.000521488168144311,0.00178292146520791,31,-0.00359730741385658,0.00228112560992663,30
5611,-0.00483599854753988,0.00214492750561117,31,0.00200738227822754,0.00260642100036693,30
5612,-0.00768495884727739,0.00266580582037326,31,-0.00455634550160136,0.0047544602305833,30
5613,0.000253058342746089,8.46841547124643e-05,31,-1.16680590644533e-05,1.34597268228638e-05,30
5614,-0.00162917583536719,0.00136759973725032,31,0.00429775731758092,0.00144886939276612,30
5615,-0.0023039049839331,0.00189363568015668,31,0.00628590213826153,0.00269403464393419,30
5617,0.000693484485627588,0.00243001779031804,31,-0.000456970895407524,0.00200666774431028,30
5917,0.000781447784038418,0.0024118816768739,31,-0.00232997873679805,0.00259813630087512,30
5922,0.00362941621343487,0.003915842365718,31,-0.00224380760117982,0.00393204740902441,30
5940,-0.0024120101803042,0.00299852519853533,31,-0.00300709821383994,0.00331056454726237,30
5977,-0.00088130926888465,0.000124703902839698,31,6.08931124003282e-05,4.83689020353381e-05,30
5978,0.000126828766603721,8.1998264060112e-05,31,-5.96900823956375e-06,3.81268742261691e-05,30
5979,0.000177432530729009,7.91692145255956e-05,31,1.13757525032264e-05,3.00856936923774e-05,30
5996,0.000352561472386922,0.000774790215552515,31,0.00247536426077703,0.000797806523103994,30
5997,-0.00127728456420741,0.000830472339309173,31,0.00324424785444074,0.000916825153366517,30
5998,0.00104798363306502,0.00158690603813957,31,0.00366476961024059,0.00241299409891329,30
5999,0.00110860100166574,0.00163821813736419,31,0.0040171026599029,0.00224329042455947,30
6000,0.000178577491643776,0.00200469773465635,31,0.00898366996313919,0.00238005778969977,30
6001,0.000971254956461316,0.00157825472073139,31,0.00426081375423277,0.00239401031667376,30
6030,-0.000285255603371644,0.0026940125743774,31,-0.000194211096287031,0.004133648584535,30
6031,0.00212847693592206,0.0016018013554605,31,0.00761679600353853,0.00216312169884137,30
6033,0.00534271737486079,0.00879335209644528,31,0.00751060304053895,0.0160855961140744,30
6052,-0.00112357818963699,0.000129392106082735,31,-3.65474066607264e-05,2.55008547554573e-05,30
6054,0.000115768915774301,0.000106435822239867,31,9.01580915228855e-05,9.67006043770103e-05,30
6066,-0.00031506159393929,5.91315066874401e-05,31,-7.99682110659144e-05,1.54680716222811e-05,30
6073,-0.00115843785129835,0.000127456055589111,31,-5.44633836143109e-06,4.15507132599175e-05,30
6088,-0.000455402976616983,0.000413210213133309,31,-0.000513495112540339,0.000385812405592075,30
6106,-0.00144949623731992,0.00158832172085818,31,0.00223034400157212,0.00166890222583338,30
6119,-0.00024610681159104,0.0023856092676543,31,0.00463756642928009,0.00360563250428307,30
6149,0.000335515685010372,0.00426158360849307,31,0.00576673145026546,0.00611770340449386,30
6158,0.0013274934674797,0.00125992703699153,31,0.00520439944256713,0.00214930986707631,30
6164,-0.000346797228651539,0.00172282929033074,31,0.00752277695744951,0.00273513707614772,30
6183,0.00267789418643885,0.00231398453548042,31,0.00355869123211689,0.00209509087653302,30
6187,-0.000633942985618869,0.00172790607044855,31,0.00728396033470725,0.00276831666451214,30
6281,0.00157115800177744,0.00203650360723705,31,-0.000838508026910993,0.00221118732789761,30
6294,0.00094013379472426,0.0138476850996424,31,-0.00382998879364358,0.0127209654269136,30
6327,-0.000856178279626272,0.000112485528818102,31,0.000121705276332586,3.25734882596929e-05,30
6331,-0.000158425302230926,6.22921569175394e-05,31,-4.31590025448853e-05,2.16882837118779e-05,30
6334,0.000504772817641092,0.000102413668298536,31,0.000247354806415131,9.26020056371239e-05,30
6336,-0.00173176244112447,0.000427038916956025,31,6.98231036256613e-05,4.65090554149678e-05,30
6337,8.85782049339802e-05,6.03713627238835e-05,31,-2.92396566819347e-05,1.97958098197014e-05,30
6339,-0.000798911832554797,0.000114338233335637,31,9.66685461360799e-05,3.96737849933855e-05,30
6342,-0.000727714387360933,0.000134855064206369,31,0.000158243210369165,5.29447030672943e-05,30
6344,-0.000678749100734649,0.000135844789051886,31,0.00022909951529278,6.01293652692933e-05,30
6345,0.000276864461462137,8.44537296422048e-05,31,6.53996446686231e-05,5.88416908795673e-05,30
6363,0.00993095040289335,0.00995437414910071,31,0.00343964960742743,0.00883687332262921,30
6364,0.00926103127227056,0.00995009993173706,31,0.00271261508533375,0.00882999737619826,30
6368,-0.000801591169699696,0.0011252064461014,31,-0.000482775598282581,0.00222074251374271,30
6370,-0.000376885353667307,0.00113079416343712,31,-0.000124263256172636,0.00225375268157926,30
6371,0.000150593081313076,0.00112560746997047,31,0.000479714708082372,0.00223515704993019,30
6381,-0.00142388051903165,0.00135988600817875,31,0.000259493615559059,0.00240329635865616,30
6383,-0.000996323242933938,0.0013577142860192,31,0.00071693075130665,0.00240268485644144,30
6384,-0.000494979243634722,0.00134917005536388,31,0.00129647350550194,0.00240969211160369,30
6392,0.00136989947192008,0.00792689648804871,31,0.00268890264078349,0.00871234563204272,30
6394,0.000691685828177853,0.00195449960657009,31,-0.000666576822742601,0.00159956960622331,30
6396,0.00109515912216955,0.00196033339572579,31,-0.000251880897894631,0.0016186513235224,30
6397,0.00157811291518838,0.00196019805036048,31,8.46189789765726e-05,0.0015955874564418,30
6398,0.00136592510662489,0.00197000798319711,31,-6.76967581376327e-05,0.00161909811149474,30
6400,-0.00263229425202226,0.00350364074430585,31,-0.00505543918067017,0.00751334872321104,30
6402,-0.00224685637489775,0.00347655014258333,31,-0.00443034474996924,0.00753925916441706,30
6403,-0.00170075040946787,0.00350020770315718,31,-0.0037168740200692,0.00753330804302291,30
6414,0.00178743570074318,0.0024872892566911,31,0.00395904699444614,0.0032673673705328,30
6415,0.00111163076173734,0.00248991315329136,31,0.00321425823174547,0.00326032260221574,30
6416,0.00115098738884234,0.00247706060703774,31,0.00326212957349731,0.00327001791916658,30
6417,0.00154721784577191,0.00249553006072502,31,0.00362793942723682,0.00327428728443859,30
6418,0.00198563081566599,0.00248525683087019,31,0.00412011606925467,0.00325886832507691,30
6445,-0.00379777288229623,0.00201635632942279,31,0.000188544214223241,0.00318879942834694,30
6447,-0.00356549903857731,0.002023390944621,31,0.000203027622489071,0.00309877699833326,30
6448,-0.00293251345630734,0.00203494497128307,31,0.000997123892975333,0.00313159308590469,30
6459,0.00232570998530863,0.00946585893861255,31,-0.000728236869627843,0.00835745015786052,30
6461,0.00316846827388539,0.00947173913006014,31,0.000140414269947253,0.00836830975843431,30
6463,-0.0036953980887031,0.00458691113920336,31,-0.00238868634392162,0.00606784804939109,30
6465,-0.00335306984563232,0.0045928079474443,31,-0.00217511672728195,0.00606962729833722,30
6466,-0.00284079229780772,0.00459353681249352,31,-0.00156217372201735,0.00606355260391099,30
6468,-0.00253921263473518,0.00259380402961475,31,-0.00156863547444539,0.00230220658878688,30
